moisture,temperature,humidity,hour,moisture_deficit,temp_stress,hum_factor,valve_angle
42.454802688998335,16.408678947910488,77.75823098496545,13,0.0,0.0,-1,9
52.75889398014816,39.66932843712969,34.01093833547768,14,0.0,6.669328437129693,0,5
63.71801791482613,30.046152677135876,77.15372435356028,4,0.0,0.0,-1,2
51.72549096186969,26.393468571203762,64.66812869474651,22,0.0,0.0,0,6
68.13510959767244,33.419859392167375,46.63102777397072,15,0.0,0.4198593921673748,0,0
76.39784028085683,28.863460616578596,33.64170152115263,3,0.0,0.0,0,0
52.062756800889275,21.112742143324503,53.5336538007365,3,0.0,0.0,0,5
29.55913181566335,13.460321346233401,55.14218606850041,9,10.44086818433665,0.0,0,31
65.21575303842133,38.956352341444024,56.14137301983177,23,0.0,5.956352341444024,0,1
83.29942401961031,26.662902253136256,38.71490837425568,21,0.0,0.0,0,0
34.19370070961288,24.322424227788545,60.96809788444044,5,5.806299290387123,0.0,0,17
53.10276909119413,24.788700080005373,42.70028433548553,13,0.0,0.0,0,5
83.64346205068861,36.786817232553474,71.89835944427031,7,0.0,3.7868172325534744,-1,0
45.82541724849276,25.059331320107006,80.78371967175923,19,0.0,0.0,-1,8
72.13404387038227,31.866193650055596,35.373222007806476,17,0.0,0.0,0,0
40.55754315736055,25.99221930379253,51.07802069143156,11,0.0,0.0,0,9
29.247910194748506,20.471144097141497,67.49894600543234,8,10.752089805251494,0.0,0,32
40.477927627018325,33.40770939875596,54.96583201674193,22,0.0,0.4077093987559621,0,9
61.27792309545443,34.61802729698626,25.654558308359938,10,0.0,1.6180272969862628,1,2
52.865502643812746,23.924087713341635,65.56636551148083,21,0.0,0.0,0,5
69.26497592046033,27.773457601121425,39.096098103080536,0,0.0,0.0,0,0
32.33071871751614,28.58205272191696,53.608444537679105,10,7.669281282483858,0.0,0,23
69.48418145645816,30.67074865387018,32.10721214617101,13,0.0,0.0,0,0
38.63038843541962,39.82774343404321,64.30273654214157,0,1.3696115645803815,6.827743434043207,0,10
64.63268067013078,26.05677822859204,42.421245817759605,1,0.0,0.0,0,1
63.13480411353045,26.019734258168704,66.20769224144746,13,0.0,0.0,0,2
19.257449228232527,26.94810937141323,46.132133704269535,17,20.742550771767473,0.0,0,62
69.39274462573918,22.346711780765332,41.337804434894785,4,0.0,0.0,0,0
47.0119018872768,17.667029976079906,57.420243324914864,21,0.0,0.0,0,7
87.64280262368686,28.802578622636183,30.66127025453684,5,0.0,0.0,0,0
39.6509598340797,31.163661072494584,82.36819692646901,1,0.3490401659203002,0.0,-1,10
81.80428135274217,28.014714746610387,53.34114124031083,10,0.0,0.0,0,0
31.56536222573811,27.62376141889755,39.8073125700885,2,8.43463777426189,0.0,0,25
15.889580362574163,22.607620085654027,42.81186896262434,10,24.110419637425835,0.0,0,72
71.9580445940483,29.514414651461998,50.31631303914591,0,0.0,0.0,0,0
15.551094837591013,29.019155127509446,67.92489766830624,20,24.448905162408987,0.0,0,73
22.348542645958457,30.849351032521472,33.8986857023261,15,17.651457354041543,0.0,0,52
82.82900010025823,29.942055989555698,43.36189245192622,0,0.0,0.0,0,0
46.4758051250646,30.362897979626318,49.108811154345474,22,0.0,0.0,0,7
60.96307263729535,35.91268795096095,77.76449184111776,7,0.0,2.912687950960951,-1,3
67.39276236229875,31.43318221434064,67.98459102235347,12,0.0,0.0,0,0
68.3622942576353,30.88365845163831,78.62308435791417,15,0.0,0.0,-1,0
45.49465063981014,17.544931600662522,50.5586366775065,9,0.0,0.0,0,8
9.733647038710476,34.320981259368985,75.78958523927564,14,30.266352961289524,1.3209812593689847,-1,73
27.58610892407972,26.212869427464017,72.81098164927107,3,12.41389107592028,0.0,-1,26
34.26582109703955,28.475266363084554,62.541711999898304,7,5.734178902960451,0.0,0,17
80.93970752951996,20.362590814966524,63.98597927500471,16,0.0,0.0,0,0
80.48636354134415,40.5392411514929,39.29768069960865,4,0.0,7.539241151492902,0,0
18.679873701584132,13.154705729827246,82.90947224145378,7,21.320126298415868,0.0,-1,44
43.667188660134066,36.92867470317263,45.587350341282374,6,0.0,3.928674703172632,0,8
91.13551097339426,30.550963399469993,60.074617441186106,3,0.0,0.0,0,0
50.86941191855525,16.568237249619266,62.18056832912683,21,0.0,0.0,0,6
64.86668556742421,40.21838426648442,25.3158375805018,23,0.0,7.218384266484421,1,1
65.0575396561384,31.08259291918654,49.080241390928975,6,0.0,0.0,0,1
62.53755709493063,13.850101183943664,53.66074937649407,20,0.0,0.0,0,2
42.25386951198505,25.46526013351101,47.95907766686864,11,0.0,0.0,0,9
19.26230558708774,31.207088543210062,49.29377794742629,5,20.73769441291226,0.0,0,62
66.31141398677639,38.27942708708181,76.86832471242178,22,0.0,5.279427087081807,-1,1
70.28067938702229,25.544511112604724,35.1114997036549,3,0.0,0.0,0,0
18.796733394418453,12.118535103618228,27.162374518133078,2,21.203266605581547,0.0,1,76
89.33134733119081,36.7541237090714,39.443156734014856,9,0.0,3.7541237090714006,0,0
4.193208526049994,30.989212952197438,63.39644451325695,20,35.80679147395001,0.0,0,107
6.429479884437699,14.604676439981404,65.1501881888972,7,33.5705201155623,0.0,0,100
